id_producto,sku,nombre,categoria,marca,precio_mxn,stock,proveedor,fecha_alta,activo
1531,HOG-01531,Sartén de Acero 26 cm Brava Advance,Hogar,Brava,1553.72,127,Distribuidora Bajío,2025-07-30,Sí
1532,ELE-01532,Mouse Inalámbrico Zenit Pro,Electrónica,Zenit,2238.08,41,Distribuidora Bajío,2025-04-18,Sí
1533,ALI-01533,Pasta Spaghetti 500 g Cobalto Eco,Alimentos,Cobalto,626.73,141,Distribuidora Mexicana,2025-01-07,Sí
1534,ELE-01534,Bocina Portátil Brava Essential,Electrónica,Brava,1245.17,317,Distribuidora Bajío,2025-07-29,Sí
1535,OFI-01535,Calculadora Financiera Marea Advance,Oficina,Marea,5302.49,102,Distribuidora Nova,2026-09-07,Sí
1536,CUI-01536,Shampoo Anticaspa 650 ml Altura Select,Cuidado personal,Altura,1486.73,258,Distribuidora Pacífico,2024-09-11,Sí
1537,DEP-01537,Botella Deportiva con Popote Terra Select,Deportes,Terra,508.21,12,Distribuidora Central,2025-10-29,Sí
1538,DEP-01538,Botella Deportiva con Popote Cobalto Pro,Deportes,Cobalto,1388.85,195,Distribuidora Mexicana,2025-08-31,Sí
1539,OFI-01539,Cuaderno Pasta Dura Cobalto Classic,Oficina,Cobalto,1214.56,310,Distribuidora Bajío,2024-10-18,Sí
1540,HOG-01540,Sartén Antiadherente 24 cm Orion Essential,Hogar,Orion,2178.93,282,Distribuidora Bajío,2025-01-12,Sí
1541,ALI-01541,Aceite Vegetal 1 L Nova Eco,Alimentos,Nova,525.26,202,Distribuidora Mexicana,2024-11-30,Sí
1542,ELE-01542,Webcam con Micrófono Marea Advance,Electrónica,Marea,2683.25,20,Distribuidora Central,2026-01-10,Sí
1543,HOG-01543,Juego de Toallas Algodón Lumina Pro,Hogar,Lumina,445.8,267,Distribuidora Mexicana,2026-08-20,Sí
1544,ELE-01544,Mouse Gaming Marea Plus,Electrónica,Marea,1531.35,35,Distribuidora Bajío,2025-02-14,Sí
1545,CUI-01545,Rasuradora de Precisión Vitta Lite,Cuidado personal,Vitta,2311.12,106,Distribuidora Bajío,2024-06-11,Sí
1546,OFI-01546,Mochila Ejecutiva Altura Lite,Oficina,Altura,179.48,329,Distribuidora Nova,2025-05-05,No
1547,HOG-01547,Organizador de Escritorio Vitta Lite,Hogar,Vitta,852.09,198,Distribuidora Hidalgo,2024-01-20,Sí
1548,OFI-01548,Silla Ergonómica Urban Lite,Oficina,Urban,440.32,102,Distribuidora Central,2024-08-01,Sí
1549,DEP-01549,Botella Deportiva con Popote Lumina Advance,Deportes,Lumina,2654.59,260,Distribuidora Mexicana,2025-02-10,Sí
1550,CUI-01550,Shampoo Reparador 700 ml Kairo Classic,Cuidado personal,Kairo,1576.95,261,Distribuidora Hidalgo,2024-06-12,Sí
1551,CUI-01551,Cepillo Dental Pack 3 Aurea Prime,Cuidado personal,Aurea,2517.89,201,Distribuidora del Norte,2025-10-28,Sí
1552,ELE-01552,Bocina Resistente al Agua Aurea Pro,Electrónica,Aurea,526.52,198,Distribuidora del Norte,2026-01-30,Sí
1553,HOG-01553,Organizador Multiusos Aurea Advance,Hogar,Aurea,2058.22,184,Distribuidora Bajío,2024-02-25,Sí
1554,HOG-01554,Termo de Acero Inoxidable Aurea Lite,Hogar,Aurea,136.63,6,Distribuidora Nova,2026-04-29,Sí
1555,OFI-01555,Mochila Impermeable Zenit Prime,Oficina,Zenit,2765.82,200,Distribuidora Mexicana,2026-07-31,Sí
1556,CUI-01556,Secadora 2000 W Brava Plus,Cuidado personal,Brava,1742.48,0,Distribuidora Central,2025-09-26,Sí
1557,ELE-01557,Mouse Inalámbrico Kairo Max,Electrónica,Kairo,1426.76,290,Distribuidora Mexicana,2024-04-09,Sí
1558,HOG-01558,Organizador de Baño Prisma Plus,Hogar,Prisma,756.55,334,Distribuidora Central,2024-10-31,Sí
1559,ELE-01559,Mouse Ergonómico Terra Max,Electrónica,Terra,3264.92,104,Distribuidora del Norte,2026-07-30,Sí
1560,ALI-01560,Café Descafeinado 400 g Nexo Essential,Alimentos,Nexo,112.14,120,Distribuidora Bajío,2026-06-09,Sí
1561,ALI-01561,Galletas Integrales 350 g Terra Essential,Alimentos,Terra,569.03,245,Distribuidora del Norte,2026-01-18,Sí
1562,HOG-01562,Lámpara Minimalista Zenit Essential,Hogar,Zenit,168.93,221,Distribuidora Bajío,2025-02-26,Sí
1563,ELE-01563,Cargador USB-C 20W Lumina Classic,Electrónica,Lumina,2527.17,245,Distribuidora Nova,2026-04-01,Sí
1564,ALI-01564,Pasta Spaghetti 500 g Brava Max,Alimentos,Brava,652.21,332,Distribuidora Central,2026-06-13,Sí
1565,DEP-01565,Guantes con Muñequera Brava Essential,Deportes,Brava,922.76,45,Distribuidora Metropolitana,2025-04-12,Sí
1566,CUI-01566,Crema Corporal con Aloe 500 ml Prisma Lite,Cuidado personal,Prisma,1534.27,164,Distribuidora Metropolitana,2025-02-20,Sí
1567,DEP-01567,Mancuerna Hexagonal Prisma Classic,Deportes,Prisma,518.61,344,Distribuidora Bajío,2025-11-22,Sí
1568,OFI-01568,Silla Ergonómica Terra Pro,Oficina,Terra,2019.84,183,Distribuidora Bajío,2025-04-06,Sí
1569,ALI-01569,Cereal Integral 500 g Marea Lite,Alimentos,Marea,735.76,320,Distribuidora Mexicana,2025-09-05,Sí
1570,ALI-01570,Cereal de Avena 500 g Vitta Select,Alimentos,Vitta,663.31,202,Distribuidora del Norte,2026-04-23,Sí
1571,ELE-01571,Cargador USB-C 20W Orion Advance,Electrónica,Orion,162.54,281,Distribuidora Mexicana,2026-01-27,Sí
1572,ALI-01572,Pasta Penne 500 g Orion Prime,Alimentos,Orion,591.46,191,Distribuidora Hidalgo,2025-06-19,Sí
1573,DEP-01573,Tapete de Yoga Antideslizante Urban Plus,Deportes,Urban,746.12,329,Distribuidora Bajío,2024-06-08,Sí
1574,HOG-01574,Lámpara de Escritorio Nativa Pro,Hogar,Nativa,2295.34,156,Distribuidora Nova,2026-02-12,Sí
1575,HOG-01575,Termo 500 ml Aurea Essential,Hogar,Aurea,118.25,151,Distribuidora del Norte,2024-07-31,Sí
1576,ALI-01576,Café Molido 500 g Terra Max,Alimentos,Terra,761.08,216,Distribuidora Metropolitana,2025-11-08,Sí
1577,ALI-01577,Galletas Integrales 350 g Marea Eco,Alimentos,Marea,315.18,155,Distribuidora Hidalgo,2025-09-26,Sí
1578,DEP-01578,Guantes de Gimnasio Nativa Essential,Deportes,Nativa,1543.99,179,Distribuidora Central,2024-09-18,Sí
1579,DEP-01579,Guantes de Gimnasio Urban Advance,Deportes,Urban,1893.87,179,Distribuidora Bajío,2024-01-28,Sí
1580,DEP-01580,Botella Deportiva Térmica Terra Lite,Deportes,Terra,356.86,125,Distribuidora del Norte,2025-04-10,Sí
1581,OFI-01581,Mochila Impermeable Altura Prime,Oficina,Altura,1882.73,231,Distribuidora Nova,2025-09-20,Sí
1582,ELE-01582,Webcam 2K Nova Lite,Electrónica,Nova,1637.84,257,Distribuidora Mexicana,2025-04-19,Sí
1583,CUI-01583,Rasuradora Recargable Terra Advance,Cuidado personal,Terra,369.06,264,Distribuidora Bajío,2024-06-27,Sí
1584,OFI-01584,Mochila para Laptop 15.6 Kairo Advance,Oficina,Kairo,2011.56,56,Distribuidora Mexicana,2026-05-07,Sí
1585,DEP-01585,Balón de Básquetbol Nova Eco,Deportes,Nova,2346.4,334,Distribuidora Mexicana,2026-03-02,Sí
1586,OFI-01586,Mochila Ejecutiva Marea Advance,Oficina,Marea,5077.79,117,Distribuidora Bajío,2026-04-07,Sí
1587,ELE-01587,Audífonos Inalámbricos Vitta Pro,Electrónica,Vitta,2629.19,309,Distribuidora Central,2025-03-24,Sí
1588,ALI-01588,Aceite de Oliva 500 ml Prisma Lite,Alimentos,Prisma,107.3,242,Distribuidora Central,2024-10-12,Sí
1589,ALI-01589,Aceite de Oliva 500 ml Lumina Plus,Alimentos,Lumina,228.39,340,Distribuidora Metropolitana,2025-05-01,Sí
1590,HOG-01590,Organizador de Cocina Nova Pro,Hogar,Nova,288.03,95,Distribuidora Nova,2025-04-01,Sí
1591,CUI-01591,Cepillo Dental Pack 3 Nativa Plus,Cuidado personal,Nativa,2718.76,336,Distribuidora Mexicana,2025-08-19,Sí
1592,CUI-01592,Shampoo Hidratante 750 ml Aurea Pro,Cuidado personal,Aurea,872.14,200,Distribuidora Central,2025-01-15,Sí
1593,ELE-01593,Audífonos USB-C Nova Classic,Electrónica,Nova,3098.29,70,Distribuidora Metropolitana,2026-07-31,Sí
1594,DEP-01594,Tapete de Yoga 8 mm Nativa Max,Deportes,Nativa,1482.12,50,Distribuidora Mexicana,2025-02-01,Sí
1595,ALI-01595,Galletas de Avena 300 g Vitta Pro,Alimentos,Vitta,688.97,74,Distribuidora del Norte,2025-05-04,Sí
1596,ELE-01596,Cargador USB-C 45W Brava Eco,Electrónica,Brava,2962.23,185,Distribuidora Nova,2026-04-27,Sí
1597,ELE-01597,Bocina Bluetooth Marea Eco,Electrónica,Marea,241.68,343,Distribuidora Metropolitana,2025-02-04,Sí
1598,HOG-01598,Organizador de Baño Urban Pro,Hogar,Urban,663.04,266,Distribuidora Pacífico,2025-05-24,Sí
1599,DEP-01599,Guantes de Gimnasio Urban Plus,Deportes,Urban,1723.51,74,Distribuidora Central,2025-01-13,Sí
1600,OFI-01600,Silla de Oficina Kairo Lite,Oficina,Kairo,3644.98,157,Distribuidora Bajío,2025-06-07,Sí
1601,ALI-01601,Galletas con Chocolate 300 g Vitta Max,Alimentos,Vitta,285.9,250,Distribuidora Metropolitana,2025-06-29,Sí
1602,ALI-01602,Café Americano 500 g Terra Classic,Alimentos,Terra,702.06,304,Distribuidora Nova,2024-11-16,Sí
1603,OFI-01603,Mochila Ejecutiva Prisma Classic,Oficina,Prisma,1179.17,171,Distribuidora Hidalgo,2024-10-12,Sí
1604,DEP-01604,Tapete de Yoga 8 mm Kairo Select,Deportes,Kairo,2088.47,185,Distribuidora Metropolitana,2024-07-28,Sí
1605,CUI-01605,Secadora Iónica Orion Classic,Cuidado personal,Orion,1803.69,105,Distribuidora Metropolitana,2024-07-06,Sí
1606,DEP-01606,Mancuerna 10 kg Zenit Max,Deportes,Zenit,2175.59,290,Distribuidora Bajío,2025-07-04,Sí
1607,OFI-01607,Memoria USB 32 GB Terra Plus,Oficina,Terra,5799.29,281,Distribuidora Hidalgo,2024-01-04,Sí
1608,OFI-01608,Silla con Soporte Lumbar Terra Lite,Oficina,Terra,3419.29,101,Distribuidora Pacífico,2024-02-22,Sí
1609,ALI-01609,Aceite Vegetal 1 L Orion Max,Alimentos,Orion,363.37,160,Distribuidora del Norte,2024-05-23,Sí
1610,OFI-01610,Cuaderno Profesional Lumina Classic,Oficina,Lumina,675.9,274,Distribuidora Pacífico,2024-05-10,Sí
1611,ALI-01611,Aceite de Oliva 500 ml Altura Advance,Alimentos,Altura,71.35,57,Distribuidora Metropolitana,2025-10-01,Sí
1612,OFI-01612,Silla Ejecutiva Brava Select,Oficina,Brava,3722.61,292,Distribuidora Pacífico,2026-08-08,Sí
1613,HOG-01613,Organizador de Cocina Marea Select,Hogar,Marea,494.86,196,Distribuidora Nova,2025-07-08,Sí
1614,HOG-01614,Lámpara de Noche Nativa Plus,Hogar,Nativa,310.55,208,Distribuidora Nova,2024-09-04,Sí
1615,HOG-01615,Organizador de Escritorio Terra Plus,Hogar,Terra,86.67,343,Distribuidora Pacífico,2025-03-21,Sí
1616,CUI-01616,Rasuradora de Precisión Aurea Select,Cuidado personal,Aurea,321.41,41,Distribuidora Hidalgo,2025-12-30,Sí
1617,HOG-01617,Juego de Toallas Microfibra Nova Lite,Hogar,Nova,1930.44,105,Distribuidora Bajío,2025-03-23,Sí
1618,CUI-01618,Cepillo Dental Pack 3 Nova Max,Cuidado personal,Nova,1442.82,198,Distribuidora Bajío,2025-09-13,Sí
1619,HOG-01619,Lámpara Minimalista Nexo Eco,Hogar,Nexo,580.26,160,Distribuidora Metropolitana,2025-02-18,Sí
1620,ALI-01620,Pasta Spaghetti 500 g Zenit Advance,Alimentos,Zenit,704.36,12,Distribuidora Nova,2025-10-22,Sí
1621,DEP-01621,Botella Deportiva Térmica Prisma Prime,Deportes,Prisma,1197.63,251,Distribuidora Hidalgo,2026-01-11,Sí
1622,DEP-01622,Botella Deportiva Térmica Terra Prime,Deportes,Terra,754.1,187,Distribuidora Pacífico,2025-05-05,Sí
1623,HOG-01623,Termo 750 ml Altura Eco,Hogar,Altura,961.26,117,Distribuidora del Norte,2025-12-25,Sí
1624,ELE-01624,Cargador USB-C 20W Terra Plus,Electrónica,Terra,1908.6,130,Distribuidora Bajío,2024-06-01,Sí
1625,DEP-01625,Mancuerna 10 kg Brava Eco,Deportes,Brava,995.75,266,Distribuidora del Norte,2024-08-25,Sí
1626,CUI-01626,Shampoo Reparador 700 ml Nexo Classic,Cuidado personal,Nexo,1554.02,216,Distribuidora Mexicana,2024-08-29,No
1627,HOG-01627,Termo 500 ml Lumina Plus,Hogar,Lumina,730.09,91,Distribuidora del Norte,2026-03-08,Sí
1628,OFI-01628,Mochila Ejecutiva Nexo Select,Oficina,Nexo,4728.12,166,Distribuidora Mexicana,2026-02-23,Sí
1629,ELE-01629,Cargador USB-C 20W Zenit Pro,Electrónica,Zenit,708.45,240,Distribuidora Mexicana,2026-05-16,Sí
1630,CUI-01630,Cepillo Dental Pack 3 Cobalto Select,Cuidado personal,Cobalto,1297.92,56,Distribuidora Nova,2024-06-14,Sí
1631,ELE-01631,Audífonos con Micrófono Vitta Essential,Electrónica,Vitta,1111.13,270,Distribuidora Bajío,2025-11-24,Sí
1632,CUI-01632,Secadora Profesional Cobalto Lite,Cuidado personal,Cobalto,1019.74,310,Distribuidora Hidalgo,2026-02-08,Sí
1633,DEP-01633,Tapete de Yoga con Correa Vitta Essential,Deportes,Vitta,691.06,307,Distribuidora Metropolitana,2026-05-12,Sí
1634,CUI-01634,Rasuradora de Precisión Zenit Classic,Cuidado personal,Zenit,1073.96,161,Distribuidora Bajío,2024-07-22,Sí
1635,HOG-01635,Juego de Toallas 4 Piezas Cobalto Advance,Hogar,Cobalto,1992.07,71,Distribuidora Pacífico,2025-02-09,Sí
1636,ELE-01636,Teclado RGB Terra Max,Electrónica,Terra,1486.45,238,Distribuidora Metropolitana,2026-06-22,Sí
1637,HOG-01637,Juego de Toallas Algodón Brava Pro,Hogar,Brava,2249.83,51,Distribuidora Pacífico,2025-01-18,Sí
1638,DEP-01638,Balón Entrenamiento Lumina Advance,Deportes,Lumina,944.4,262,Distribuidora Bajío,2024-02-11,Sí
1639,DEP-01639,Botella Deportiva con Popote Marea Select,Deportes,Marea,992.09,259,Distribuidora Mexicana,2024-01-12,Sí
1640,HOG-01640,Termo de Acero Inoxidable Altura Essential,Hogar,Altura,1312.01,322,Distribuidora Metropolitana,2024-01-25,Sí
1641,OFI-01641,Memoria USB USB 3.2 Prisma Advance,Oficina,Prisma,1982.51,188,Distribuidora Central,2026-03-31,Sí
1642,ELE-01642,Bocina Resistente al Agua Urban Lite,Electrónica,Urban,270.12,280,Distribuidora del Norte,2024-06-06,Sí
1643,DEP-01643,Mancuerna Hexagonal Terra Pro,Deportes,Terra,502.83,100,Distribuidora del Norte,2025-09-23,Sí
1644,DEP-01644,Tapete de Yoga 6 mm Altura Classic,Deportes,Altura,124.25,68,Distribuidora Nova,2025-03-04,Sí
1645,DEP-01645,Tapete de Yoga con Correa Terra Select,Deportes,Terra,90.65,33,Distribuidora Mexicana,2026-05-29,No
1646,ALI-01646,Aceite de Oliva 500 ml Brava Max,Alimentos,Brava,733.31,84,Distribuidora Bajío,2024-04-26,Sí
1647,DEP-01647,Mancuerna Ajustable Nativa Classic,Deportes,Nativa,1768.2,280,Distribuidora Metropolitana,2025-10-08,Sí
1648,CUI-01648,Crema Corporal Nutritiva 400 ml Terra Advance,Cuidado personal,Terra,2188.43,125,Distribuidora Nova,2026-04-14,No
1649,DEP-01649,Mancuerna Ajustable Kairo Max,Deportes,Kairo,2919.73,207,Distribuidora Central,2026-09-01,Sí
1650,OFI-01650,Cuaderno de Notas Brava Select,Oficina,Brava,5287.77,127,Distribuidora Bajío,2026-07-15,Sí
1651,ELE-01651,Webcam con Micrófono Urban Eco,Electrónica,Urban,1553.63,169,Distribuidora Pacífico,2024-03-24,Sí
1652,CUI-01652,Rasuradora Recargable Marea Essential,Cuidado personal,Marea,1244.71,221,Distribuidora Mexicana,2025-02-28,Sí
1653,ELE-01653,Mouse Gaming Orion Classic,Electrónica,Orion,938.54,251,Distribuidora Hidalgo,2025-08-25,Sí
1654,DEP-01654,Tapete de Yoga Antideslizante Brava Advance,Deportes,Brava,2430.18,172,Distribuidora Mexicana,2025-09-04,Sí
1655,DEP-01655,Botella Deportiva 750 ml Lumina Plus,Deportes,Lumina,2405.93,4,Distribuidora Mexicana,2025-07-07,Sí
1656,ELE-01656,Webcam 2K Altura Essential,Electrónica,Altura,1727.55,16,Distribuidora Mexicana,2024-10-25,Sí
1657,OFI-01657,Calculadora Científica Altura Pro,Oficina,Altura,5360.13,169,Distribuidora del Norte,2024-02-09,Sí
1658,ELE-01658,Audífonos Bluetooth Aurea Pro,Electrónica,Aurea,3154.14,251,Distribuidora del Norte,2024-09-30,Sí
1659,CUI-01659,Secadora Compacta Kairo Pro,Cuidado personal,Kairo,223.85,310,Distribuidora Pacífico,2024-06-10,Sí
1660,ALI-01660,Galletas de Avena 300 g Nativa Advance,Alimentos,Nativa,198.21,145,Distribuidora Central,2025-02-06,Sí
1661,ALI-01661,Cereal de Avena 500 g Nativa Max,Alimentos,Nativa,302.67,260,Distribuidora Pacífico,2024-10-27,Sí
1662,DEP-01662,Balón de Básquetbol Kairo Prime,Deportes,Kairo,701.69,236,Distribuidora Mexicana,2025-12-21,Sí
1663,ELE-01663,Audífonos Bluetooth Vitta Plus,Electrónica,Vitta,3493.06,64,Distribuidora Mexicana,2026-01-10,Sí
1664,OFI-01664,Calculadora de Escritorio Nativa Eco,Oficina,Nativa,2479.53,329,Distribuidora Pacífico,2026-08-17,Sí
1665,DEP-01665,Botella Deportiva con Popote Nexo Eco,Deportes,Nexo,646.23,33,Distribuidora Central,2024-02-02,Sí
1666,OFI-01666,Silla Ejecutiva Nativa Max,Oficina,Nativa,3961.28,203,Distribuidora Metropolitana,2025-04-05,Sí
1667,OFI-01667,Silla de Oficina Nexo Essential,Oficina,Nexo,5218.75,84,Distribuidora Pacífico,2025-03-01,Sí
1668,OFI-01668,Mochila para Laptop 15.6 Vitta Select,Oficina,Vitta,3093.25,253,Distribuidora Pacífico,2026-07-18,Sí
1669,HOG-01669,Juego de Toallas Algodón Nova Prime,Hogar,Nova,1800.5,314,Distribuidora Metropolitana,2024-12-11,No
1670,DEP-01670,Guantes de Ciclismo Aurea Pro,Deportes,Aurea,1056.63,337,Distribuidora Pacífico,2025-06-27,Sí
1671,CUI-01671,Secadora Iónica Urban Essential,Cuidado personal,Urban,1297.94,302,Distribuidora Pacífico,2025-07-05,Sí
1672,DEP-01672,Botella Deportiva con Popote Marea Essential,Deportes,Marea,1274.35,321,Distribuidora del Norte,2025-04-30,Sí
1673,DEP-01673,Balón de Básquetbol Marea Advance,Deportes,Marea,737.64,135,Distribuidora Pacífico,2026-07-01,Sí
1674,ELE-01674,Teclado Compacto Zenit Classic,Electrónica,Zenit,163.35,117,Distribuidora Central,2024-08-15,Sí
1675,DEP-01675,Tapete de Yoga con Correa Nova Eco,Deportes,Nova,227.99,38,Distribuidora Pacífico,2025-07-02,Sí
1676,CUI-01676,Rasuradora Recargable Kairo Advance,Cuidado personal,Kairo,1871.77,254,Distribuidora Nova,2025-06-30,Sí
1677,OFI-01677,Cuaderno de Notas Zenit Lite,Oficina,Zenit,4363.2,90,Distribuidora Nova,2024-01-15,Sí
1678,ELE-01678,Mouse Ergonómico Nativa Essential,Electrónica,Nativa,482.19,132,Distribuidora Mexicana,2025-11-04,Sí
1679,OFI-01679,Silla Ejecutiva Urban Select,Oficina,Urban,4383.72,185,Distribuidora del Norte,2026-02-22,Sí
1680,OFI-01680,Memoria USB 32 GB Lumina Pro,Oficina,Lumina,5242.89,1,Distribuidora Nova,2024-03-08,Sí
1681,OFI-01681,Mochila para Laptop 15.6 Cobalto Prime,Oficina,Cobalto,759.26,273,Distribuidora Bajío,2025-06-07,Sí
1682,ALI-01682,Galletas Integrales 350 g Lumina Prime,Alimentos,Lumina,635.69,180,Distribuidora Mexicana,2025-02-01,Sí
1683,CUI-01683,Cepillo Dental Suave Lumina Plus,Cuidado personal,Lumina,491.95,175,Distribuidora Mexicana,2025-06-18,Sí
1684,CUI-01684,Crema Corporal con Aloe 500 ml Prisma Essential,Cuidado personal,Prisma,981.86,199,Distribuidora Hidalgo,2024-04-16,Sí
1685,DEP-01685,Tapete de Yoga 8 mm Aurea Advance,Deportes,Aurea,1944.09,300,Distribuidora del Norte,2026-02-01,Sí
1686,ALI-01686,Aceite Vegetal 1 L Cobalto Eco,Alimentos,Cobalto,274.39,188,Distribuidora Nova,2026-07-10,No
1687,DEP-01687,Tapete de Yoga 6 mm Prisma Essential,Deportes,Prisma,2963.1,190,Distribuidora Metropolitana,2025-03-01,Sí
1688,ELE-01688,Mouse Óptico Lumina Pro,Electrónica,Lumina,2973.12,304,Distribuidora del Norte,2025-08-30,Sí
1689,DEP-01689,Guantes Deportivos Orion Advance,Deportes,Orion,2448.51,326,Distribuidora Metropolitana,2024-09-08,Sí
1690,DEP-01690,Mancuerna 5 kg Orion Essential,Deportes,Orion,2821.63,340,Distribuidora Mexicana,2025-12-13,Sí
1691,DEP-01691,Tapete de Yoga Antideslizante Marea Eco,Deportes,Marea,2944.61,271,Distribuidora Metropolitana,2024-03-17,Sí
1692,ALI-01692,Pasta Penne 500 g Nova Essential,Alimentos,Nova,784.49,167,Distribuidora Mexicana,2025-12-29,Sí
1693,HOG-01693,Termo 500 ml Prisma Plus,Hogar,Prisma,309.28,135,Distribuidora Metropolitana,2024-11-21,Sí
1694,HOG-01694,Termo 750 ml Lumina Select,Hogar,Lumina,197.77,159,Distribuidora del Norte,2026-04-11,Sí
1695,CUI-01695,Secadora 2000 W Kairo Plus,Cuidado personal,Kairo,2510.73,20,Distribuidora Pacífico,2026-07-29,Sí
1696,ELE-01696,Webcam con Micrófono Terra Essential,Electrónica,Terra,607.59,48,Distribuidora Central,2024-04-19,Sí
1697,ELE-01697,Bocina Inteligente Zenit Lite,Electrónica,Zenit,507.08,81,Distribuidora Nova,2024-03-24,Sí
1698,HOG-01698,Termo 500 ml Nova Max,Hogar,Nova,607.57,64,Distribuidora Mexicana,2026-01-25,Sí
1699,ALI-01699,Galletas de Avena 300 g Urban Essential,Alimentos,Urban,552.41,139,Distribuidora Nova,2025-05-19,Sí
1700,ELE-01700,Bocina Portátil Zenit Select,Electrónica,Zenit,2912.84,149,Distribuidora Metropolitana,2024-05-19,Sí
1701,CUI-01701,Rasuradora Corporal Terra Select,Cuidado personal,Terra,1742.52,63,Distribuidora Hidalgo,2024-09-18,Sí
1702,DEP-01702,Botella Deportiva 750 ml Zenit Advance,Deportes,Zenit,645.29,129,Distribuidora Mexicana,2025-08-13,Sí
1703,ALI-01703,Galletas de Avena 300 g Brava Pro,Alimentos,Brava,575.37,118,Distribuidora Nova,2026-02-01,No
1704,ELE-01704,Webcam Autofocus Vitta Select,Electrónica,Vitta,1075.44,57,Distribuidora Central,2025-10-29,Sí
1705,ELE-01705,Webcam Full HD Urban Plus,Electrónica,Urban,1292.55,228,Distribuidora Mexicana,2024-05-30,Sí
1706,ELE-01706,Mouse Gaming Urban Eco,Electrónica,Urban,2358.39,348,Distribuidora Pacífico,2025-03-30,Sí
1707,ALI-01707,Cereal Integral 500 g Zenit Prime,Alimentos,Zenit,170.51,340,Distribuidora Nova,2025-05-16,Sí
1708,OFI-01708,Silla Ergonómica Terra Essential,Oficina,Terra,2619.16,81,Distribuidora Central,2026-03-11,Sí
1709,ELE-01709,Webcam Autofocus Kairo Select,Electrónica,Kairo,1533.9,147,Distribuidora Mexicana,2024-10-17,Sí
1710,DEP-01710,Botella Deportiva Térmica Lumina Advance,Deportes,Lumina,1411.39,155,Distribuidora Nova,2025-04-05,Sí
1711,OFI-01711,Silla con Soporte Lumbar Terra Pro,Oficina,Terra,2899.81,224,Distribuidora Mexicana,2024-01-18,Sí
1712,ALI-01712,Aceite de Aguacate 500 ml Brava Lite,Alimentos,Brava,419.51,74,Distribuidora del Norte,2024-10-01,Sí
1713,CUI-01713,Cepillo Dental Suave Terra Lite,Cuidado personal,Terra,2246.72,206,Distribuidora Central,2024-03-05,Sí
1714,ELE-01714,Teclado Compacto Terra Select,Electrónica,Terra,2687.42,342,Distribuidora Mexicana,2025-10-04,Sí
1715,CUI-01715,Shampoo Hidratante 750 ml Nova Prime,Cuidado personal,Nova,2161.43,283,Distribuidora Hidalgo,2025-08-04,Sí
1716,DEP-01716,Tapete de Yoga 8 mm Orion Classic,Deportes,Orion,2186.76,217,Distribuidora Pacífico,2025-12-13,Sí
1717,CUI-01717,Crema Corporal Nutritiva 400 ml Zenit Advance,Cuidado personal,Zenit,1601.6,182,Distribuidora del Norte,2025-01-24,Sí
1718,HOG-01718,Organizador Multiusos Altura Prime,Hogar,Altura,942.65,123,Distribuidora Metropolitana,2025-05-19,Sí
1719,CUI-01719,Shampoo Reparador 700 ml Lumina Plus,Cuidado personal,Lumina,1601.45,70,Distribuidora Nova,2025-02-24,Sí
1720,HOG-01720,Juego de Toallas Microfibra Lumina Plus,Hogar,Lumina,1726.93,280,Distribuidora Bajío,2026-01-05,Sí
1721,ALI-01721,Cereal Integral 500 g Prisma Plus,Alimentos,Prisma,53.34,5,Distribuidora Hidalgo,2024-05-03,Sí
1722,ALI-01722,Galletas Integrales 350 g Aurea Plus,Alimentos,Aurea,288.79,121,Distribuidora del Norte,2024-04-05,Sí
1723,CUI-01723,Secadora Iónica Altura Max,Cuidado personal,Altura,1942.5,277,Distribuidora Mexicana,2025-11-04,Sí
1724,ALI-01724,Café Descafeinado 400 g Aurea Eco,Alimentos,Aurea,711.9,51,Distribuidora del Norte,2025-05-30,Sí
1725,CUI-01725,Cepillo Dental Suave Urban Prime,Cuidado personal,Urban,2619.04,231,Distribuidora Mexicana,2024-01-28,Sí
1726,ALI-01726,Galletas de Avena 300 g Terra Select,Alimentos,Terra,158.18,80,Distribuidora Nova,2026-01-25,No
1727,HOG-01727,Organizador de Escritorio Aurea Pro,Hogar,Aurea,792.9,31,Distribuidora Bajío,2024-08-19,Sí
1728,ELE-01728,Audífonos Inalámbricos Prisma Classic,Electrónica,Prisma,2945.4,221,Distribuidora Mexicana,2025-12-05,Sí
1729,HOG-01729,Juego de Toallas Microfibra Nova Pro,Hogar,Nova,985.38,272,Distribuidora Mexicana,2025-12-01,Sí
1730,DEP-01730,Botella Deportiva 750 ml Nexo Select,Deportes,Nexo,302.05,212,Distribuidora del Norte,2025-03-21,Sí
1731,HOG-01731,Sartén de Acero 26 cm Marea Max,Hogar,Marea,459.9,304,Distribuidora Nova,2026-09-03,Sí
1732,HOG-01732,Termo Térmico Terra Prime,Hogar,Terra,708.75,109,Distribuidora Central,2024-07-19,Sí
1733,DEP-01733,Guantes con Muñequera Lumina Advance,Deportes,Lumina,424.66,64,Distribuidora Central,2024-08-23,Sí
1734,CUI-01734,Shampoo Reparador 700 ml Nativa Eco,Cuidado personal,Nativa,2549.3,297,Distribuidora Mexicana,2024-02-24,Sí
1735,CUI-01735,Crema Corporal Hidratante 400 ml Brava Essential,Cuidado personal,Brava,1445.18,310,Distribuidora del Norte,2024-09-04,Sí
